# GoodbyeAds YouTube Core Bloclist
#
# GoodbyeAds is Specially Designed for Mobile Ad Protection.
#
# Github : https://github.com/jerryn70/GoodbyeAds
# Telegram : https://t.me/GoodbyeAds
# XDA : https://forum.xda-developers.com/android/software-hacking/goodbye-ads-advanced-protection-ads-ad-t3827269
#
# Type : GoodbyeAds-YouTube-Core Blocklist
# Updated On: 21-07-2020 
# Created by:Jerryn70 (XDA Senior Member)

# Stage 7..
# Phase 1
0.0.0.0 r1---sn-ic74fwe5.googlevideo.com
0.0.0.0 r1---sn-pn6edr7i.googlevideo.com
0.0.0.0 r1---sn-la8h3ipl.googlevideo.com
0.0.0.0 r1---sn-xn7jxj7o.googlevideo.com
0.0.0.0 r1---sn-vfrnhh36.googlevideo.com
0.0.0.0 r1---sn-mg26mnfe.googlevideo.com
0.0.0.0 r1---sn-mzvn2dy8.googlevideo.com
0.0.0.0 r1---sn-uufzx4hf.googlevideo.com
0.0.0.0 r1---sn-pqq68tad.googlevideo.com
0.0.0.0 r1---sn-fc4wos8j.googlevideo.com
0.0.0.0 r1---sn-i356vsvr.googlevideo.com
0.0.0.0 r1---sn-ps2vbchr.googlevideo.com
0.0.0.0 r1---sn-7wq46he2.googlevideo.com
0.0.0.0 r1---sn-yshyictb.googlevideo.com
0.0.0.0 r1---sn-v5r47jr5.googlevideo.com
0.0.0.0 r1---sn-47qoznbc.googlevideo.com
0.0.0.0 r1---sn-4lx1bdma.googlevideo.com
0.0.0.0 r1---sn-xdhdk5jm.googlevideo.com
0.0.0.0 r1---sn-8z8ftlsx.googlevideo.com
0.0.0.0 r1---sn-eta7zxbk.googlevideo.com
0.0.0.0 r1---sn-qe46n18r.googlevideo.com
0.0.0.0 r1---sn-sqf4cou8.googlevideo.com
0.0.0.0 r1---sn-xdpao5rr.googlevideo.com
0.0.0.0 r1---sn-18vqdoi8.googlevideo.com
0.0.0.0 r1---sn-b5vfal8g.googlevideo.com
0.0.0.0 r1---sn-zqudgxvy.googlevideo.com
0.0.0.0 r1---sn-8aiwib5t.googlevideo.com
0.0.0.0 r1---sn-vmenerne.googlevideo.com
0.0.0.0 r1---sn-hf3f1o7m.googlevideo.com
0.0.0.0 r1---sn-eji6kold.googlevideo.com
0.0.0.0 r1---sn-m6rcfuz8.googlevideo.com
0.0.0.0 r1---sn-8bswhtbi.googlevideo.com
0.0.0.0 r1---sn-cq4a3q6t.googlevideo.com
0.0.0.0 r1---sn-c5s717jh.googlevideo.com
0.0.0.0 r1---sn-abbhak7v.googlevideo.com
0.0.0.0 r1---sn-o3fy4jfs.googlevideo.com
0.0.0.0 r1---sn-ha43ski5.googlevideo.com
0.0.0.0 r1---sn-86ajc1gb.googlevideo.com
0.0.0.0 r1---sn-1kvfs3hz.googlevideo.com
0.0.0.0 r1---sn-rhuakgx2.googlevideo.com
0.0.0.0 r1---sn-yaz1dpwy.googlevideo.com
0.0.0.0 r1---sn-1ehckwtv.googlevideo.com
0.0.0.0 r1---sn-ve7tv88m.googlevideo.com
0.0.0.0 r1---sn-1dklyit2.googlevideo.com
0.0.0.0 r1---sn-igscbo6l.googlevideo.com
0.0.0.0 r1---sn-w6novfo3.googlevideo.com
0.0.0.0 r1---sn-w7mgiefz.googlevideo.com
0.0.0.0 r1---sn-am88el8r.googlevideo.com
0.0.0.0 r1---sn-to2deruh.googlevideo.com
0.0.0.0 r1---sn-gu5yttzv.googlevideo.com
0.0.0.0 r1---sn-wqxz4nse.googlevideo.com
0.0.0.0 r1---sn-b1bwo7gl.googlevideo.com
0.0.0.0 r1---sn-743hlkye.googlevideo.com
0.0.0.0 r1---sn-mfavhpgp.googlevideo.com
0.0.0.0 r1---sn-vmkwvhwf.googlevideo.com
0.0.0.0 r1---sn-4wclq61h.googlevideo.com
0.0.0.0 r1---sn-ot1xyrjm.googlevideo.com
0.0.0.0 r1---sn-1snym56u.googlevideo.com
0.0.0.0 r1---sn-utbcvsxy.googlevideo.com
0.0.0.0 r1---sn-hwlximwo.googlevideo.com
0.0.0.0 r1---sn-n1hvwqzd.googlevideo.com
0.0.0.0 r1---sn-d75c3628.googlevideo.com
0.0.0.0 r1---sn-zpy55xu5.googlevideo.com
0.0.0.0 r1---sn-5bpbgudn.googlevideo.com
0.0.0.0 r1---sn-57kuwj6d.googlevideo.com
0.0.0.0 r1---sn-368xvu5j.googlevideo.com
0.0.0.0 r1---sn-4m61v1sx.googlevideo.com
0.0.0.0 r1---sn-glzubx6q.googlevideo.com
0.0.0.0 r1---sn-4rg4vgkp.googlevideo.com
0.0.0.0 r1---sn-svb7y5ij.googlevideo.com
0.0.0.0 r1---sn-fff3wkzd.googlevideo.com
0.0.0.0 r1---sn-ovnlskce.googlevideo.com
0.0.0.0 r1---sn-aq3eoawx.googlevideo.com
0.0.0.0 r1---sn-bqiayt7j.googlevideo.com
0.0.0.0 r1---sn-dqp4sd3s.googlevideo.com
0.0.0.0 r1---sn-zcoa185h.googlevideo.com
0.0.0.0 r1---sn-s67icd4e.googlevideo.com
0.0.0.0 r1---sn-qq1gbyn4.googlevideo.com
0.0.0.0 r1---sn-wehb4gu6.googlevideo.com
0.0.0.0 r1---sn-wjnluw5b.googlevideo.com
0.0.0.0 r1---sn-tbp2uyga.googlevideo.com
0.0.0.0 r1---sn-vkmckvra.googlevideo.com
0.0.0.0 r1---sn-xslwz4ll.googlevideo.com
0.0.0.0 r1---sn-kat2xrs3.googlevideo.com
0.0.0.0 r1---sn-uzu8jui6.googlevideo.com
0.0.0.0 r1---sn-6hot3sva.googlevideo.com
0.0.0.0 r1---sn-zmwbkhky.googlevideo.com
0.0.0.0 r1---sn-xdquenkd.googlevideo.com
0.0.0.0 r1---sn-1sptarzc.googlevideo.com
0.0.0.0 r1---sn-kozso1r1.googlevideo.com
0.0.0.0 r1---sn-ntbl4qrm.googlevideo.com
0.0.0.0 r1---sn-o5jfdw1s.googlevideo.com
0.0.0.0 r1---sn-6k2kcc8i.googlevideo.com
0.0.0.0 r1---sn-vtz5q1k6.googlevideo.com
0.0.0.0 r1---sn-txgtl8ij.googlevideo.com
0.0.0.0 r1---sn-adeeht8v.googlevideo.com
0.0.0.0 r1---sn-vhvd8hyl.googlevideo.com
0.0.0.0 r1---sn-t2yjzv5w.googlevideo.com
0.0.0.0 r1---sn-umtopgg7.googlevideo.com
0.0.0.0 r1---sn-csj864ab.googlevideo.com
0.0.0.0 r1---sn-udijfg7m.googlevideo.com
0.0.0.0 r1---sn-84asi7rn.googlevideo.com
0.0.0.0 r1---sn-gps48tgp.googlevideo.com
0.0.0.0 r1---sn-axap7zny.googlevideo.com
0.0.0.0 r1---sn-1wxwmvrn.googlevideo.com
0.0.0.0 r1---sn-nhpugwxd.googlevideo.com
0.0.0.0 r1---sn-a41qkfbb.googlevideo.com
0.0.0.0 r1---sn-62iqfroh.googlevideo.com
0.0.0.0 r1---sn-qjzuj4at.googlevideo.com
0.0.0.0 r1---sn-7ep1etim.googlevideo.com
0.0.0.0 r1---sn-86oc86nu.googlevideo.com
0.0.0.0 r1---sn-uwztmbh5.googlevideo.com
0.0.0.0 r1---sn-2he55c3f.googlevideo.com
0.0.0.0 r1---sn-3gsgyj5l.googlevideo.com
0.0.0.0 r1---sn-s5qiclis.googlevideo.com
0.0.0.0 r1---sn-5f8udph5.googlevideo.com
0.0.0.0 r1---sn-5s85pmp5.googlevideo.com
0.0.0.0 r1---sn-djh1nh5l.googlevideo.com
0.0.0.0 r1---sn-zobpt83p.googlevideo.com
0.0.0.0 r1---sn-8t8zdhbn.googlevideo.com
0.0.0.0 r1---sn-8vjfja4f.googlevideo.com
0.0.0.0 r1---sn-ote2epfx.googlevideo.com
0.0.0.0 r1---sn-iw4xnzl6.googlevideo.com
0.0.0.0 r1---sn-ys65my25.googlevideo.com
0.0.0.0 r1---sn-h22z6ybz.googlevideo.com
0.0.0.0 r1---sn-s4aa3blr.googlevideo.com
0.0.0.0 r1---sn-nkqpllah.googlevideo.com
0.0.0.0 r1---sn-klpzd81y.googlevideo.com
0.0.0.0 r1---sn-zitkvozr.googlevideo.com
0.0.0.0 r1---sn-uefryldx.googlevideo.com
0.0.0.0 r1---sn-gnqcims4.googlevideo.com
0.0.0.0 r1---sn-2upujjvs.googlevideo.com
0.0.0.0 r1---sn-ckitpa58.googlevideo.com
0.0.0.0 r1---sn-s73hgqq7.googlevideo.com
0.0.0.0 r1---sn-izsxryqn.googlevideo.com
0.0.0.0 r1---sn-yxrb7fik.googlevideo.com
0.0.0.0 r1---sn-quoocrhg.googlevideo.com
0.0.0.0 r1---sn-rrrjrkxk.googlevideo.com
0.0.0.0 r1---sn-dqlry6bm.googlevideo.com
0.0.0.0 r1---sn-3441r3an.googlevideo.com
0.0.0.0 r1---sn-ysztbc5y.googlevideo.com
0.0.0.0 r1---sn-rmgagg4n.googlevideo.com
0.0.0.0 r1---sn-ag6q2yts.googlevideo.com
0.0.0.0 r1---sn-tcthwpww.googlevideo.com
0.0.0.0 r1---sn-qet8tdjb.googlevideo.com
0.0.0.0 r1---sn-uu8mzbfw.googlevideo.com
0.0.0.0 r1---sn-8p1l6st8.googlevideo.com
0.0.0.0 r1---sn-7ga7rwcc.googlevideo.com
0.0.0.0 r1---sn-ysrcu535.googlevideo.com
0.0.0.0 r1---sn-654hyh2s.googlevideo.com
0.0.0.0 r1---sn-66ihxkz7.googlevideo.com
0.0.0.0 r1---sn-ttbnckr7.googlevideo.com
0.0.0.0 r1---sn-s6vhrcbd.googlevideo.com
0.0.0.0 r1---sn-u4oawmjy.googlevideo.com
0.0.0.0 r1---sn-nqbun3nn.googlevideo.com
0.0.0.0 r1---sn-2tra4p2u.googlevideo.com
0.0.0.0 r1---sn-m6w2uub3.googlevideo.com
0.0.0.0 r1---sn-4fu25ykg.googlevideo.com
0.0.0.0 r1---sn-kk8ui6sy.googlevideo.com
0.0.0.0 r1---sn-shn6tahf.googlevideo.com
0.0.0.0 r1---sn-b2wyxpe1.googlevideo.com
0.0.0.0 r1---sn-phyihtrc.googlevideo.com
0.0.0.0 r1---sn-jkysphmp.googlevideo.com
0.0.0.0 r1---sn-n7jmgdi4.googlevideo.com
0.0.0.0 r1---sn-6pzcctq3.googlevideo.com
0.0.0.0 r1---sn-fhfbgkq7.googlevideo.com
0.0.0.0 r1---sn-ylwikxx3.googlevideo.com
0.0.0.0 r1---sn-pglzg1ul.googlevideo.com
0.0.0.0 r1---sn-74lz2oax.googlevideo.com
0.0.0.0 r1---sn-24nibkid.googlevideo.com
0.0.0.0 r1---sn-pkw4o8si.googlevideo.com
0.0.0.0 r1---sn-z6v4izvn.googlevideo.com
0.0.0.0 r1---sn-u2cl7yek.googlevideo.com
0.0.0.0 r1---sn-k8pokp1e.googlevideo.com
0.0.0.0 r1---sn-7hk5dy68.googlevideo.com
0.0.0.0 r1---sn-kda52foc.googlevideo.com
0.0.0.0 r1---sn-h8vii5ey.googlevideo.com
0.0.0.0 r1---sn-glspse7k.googlevideo.com
0.0.0.0 r1---sn-eq5aozj4.googlevideo.com
0.0.0.0 r1---sn-5da4yhqf.googlevideo.com
0.0.0.0 r1---sn-smgk3s5b.googlevideo.com
0.0.0.0 r1---sn-dtxzgpog.googlevideo.com
0.0.0.0 r1---sn-exzkinvp.googlevideo.com
0.0.0.0 r1---sn-xzmf5i87.googlevideo.com
0.0.0.0 r1---sn-4n5f6vpu.googlevideo.com
0.0.0.0 r1---sn-u364crxo.googlevideo.com
0.0.0.0 r1---sn-w3yapg5f.googlevideo.com
0.0.0.0 r1---sn-yyvcfzf3.googlevideo.com
0.0.0.0 r1---sn-tz51tijr.googlevideo.com
0.0.0.0 r1---sn-ifynq1nf.googlevideo.com
0.0.0.0 r1---sn-b7qbr8qw.googlevideo.com
0.0.0.0 r1---sn-rzpgamo3.googlevideo.com
0.0.0.0 r1---sn-wcjlu63n.googlevideo.com
0.0.0.0 r1---sn-sh1kpqw7.googlevideo.com
0.0.0.0 r1---sn-lpbhidlu.googlevideo.com
0.0.0.0 r1---sn-iij22dq4.googlevideo.com
0.0.0.0 r1---sn-y4ynqcse.googlevideo.com
0.0.0.0 r1---sn-dcrkggga.googlevideo.com
0.0.0.0 r1---sn-cq4tlhut.googlevideo.com
0.0.0.0 r1---sn-zxcmvaup.googlevideo.com
0.0.0.0 r1---sn-y6ttziqi.googlevideo.com
0.0.0.0 r1---sn-56dguboc.googlevideo.com
0.0.0.0 r1---sn-bjzli6rq.googlevideo.com
0.0.0.0 r1---sn-jfw18gqc.googlevideo.com
0.0.0.0 r1---sn-qbtiuui2.googlevideo.com
0.0.0.0 r1---sn-auwodn7y.googlevideo.com
0.0.0.0 r1---sn-jalmjjh1.googlevideo.com
0.0.0.0 r1---sn-ndkuuxiy.googlevideo.com
0.0.0.0 r1---sn-paxtpfpo.googlevideo.com
0.0.0.0 r1---sn-a6kvjdm4.googlevideo.com
0.0.0.0 r1---sn-h7r83d2h.googlevideo.com
0.0.0.0 r1---sn-213rkwhl.googlevideo.com
0.0.0.0 r1---sn-l77dxnid.googlevideo.com
0.0.0.0 r1---sn-s6ml7urk.googlevideo.com
0.0.0.0 r1---sn-yonvfj4l.googlevideo.com
0.0.0.0 r1---sn-hqzwk7dm.googlevideo.com
0.0.0.0 r1---sn-y8kkejg2.googlevideo.com
0.0.0.0 r1---sn-xno6zpjh.googlevideo.com
0.0.0.0 r1---sn-is15itfb.googlevideo.com
0.0.0.0 r1---sn-cv4hwu2u.googlevideo.com
0.0.0.0 r1---sn-28v7khfo.googlevideo.com
0.0.0.0 r1---sn-it7z46uz.googlevideo.com
0.0.0.0 r1---sn-hrnzfhde.googlevideo.com
0.0.0.0 r1---sn-3ihrn7fd.googlevideo.com
0.0.0.0 r1---sn-u2ez3l6b.googlevideo.com
0.0.0.0 r1---sn-nmwxvngf.googlevideo.com
0.0.0.0 r1---sn-ae8egbou.googlevideo.com
0.0.0.0 r1---sn-4rdb8vbj.googlevideo.com
0.0.0.0 r1---sn-o3fb2365.googlevideo.com
0.0.0.0 r1---sn-tmm2sorp.googlevideo.com
0.0.0.0 r1---sn-bcqj7a6t.googlevideo.com
0.0.0.0 r1---sn-nr4kh4cz.googlevideo.com
0.0.0.0 r1---sn-lni1helf.googlevideo.com
0.0.0.0 r1---sn-gds3wvbp.googlevideo.com
0.0.0.0 r1---sn-8wa5ezkn.googlevideo.com
0.0.0.0 r1---sn-6uwk7uwy.googlevideo.com
0.0.0.0 r1---sn-kuqffyh5.googlevideo.com
0.0.0.0 r1---sn-zlc3pc5z.googlevideo.com
0.0.0.0 r1---sn-pokt4fvt.googlevideo.com
0.0.0.0 r1---sn-c33vqahu.googlevideo.com
0.0.0.0 r1---sn-p3sbe5jj.googlevideo.com
0.0.0.0 r1---sn-odf2xp63.googlevideo.com
0.0.0.0 r1---sn-x53sjc3e.googlevideo.com
0.0.0.0 r1---sn-86dk4uoy.googlevideo.com
0.0.0.0 r1---sn-eqnvs3vt.googlevideo.com
0.0.0.0 r1---sn-ebez825u.googlevideo.com
0.0.0.0 r1---sn-586tgwkm.googlevideo.com
0.0.0.0 r1---sn-8nch27n3.googlevideo.com
0.0.0.0 r1---sn-xoxgbkk4.googlevideo.com
0.0.0.0 r1---sn-jjni7cfg.googlevideo.com
0.0.0.0 r1---sn-aqn4w3sp.googlevideo.com
0.0.0.0 r1---sn-gbvf1n1g.googlevideo.com
0.0.0.0 r1---sn-wkcsdxsu.googlevideo.com
0.0.0.0 r1---sn-xck5jco6.googlevideo.com
0.0.0.0 r1---sn-i4gksrg3.googlevideo.com
0.0.0.0 r1---sn-5iaaxec5.googlevideo.com
0.0.0.0 r1---sn-rhtvaucl.googlevideo.com
0.0.0.0 r1---sn-62gtsvgd.googlevideo.com
0.0.0.0 r1---sn-uy65gpvf.googlevideo.com
0.0.0.0 r1---sn-ehw4xs6t.googlevideo.com
0.0.0.0 r1---sn-8nnbq15v.googlevideo.com
0.0.0.0 r1---sn-24nzluki.googlevideo.com
0.0.0.0 r1---sn-b5n7hfyb.googlevideo.com
0.0.0.0 r1---sn-tor16gwn.googlevideo.com
0.0.0.0 r1---sn-5uteiev3.googlevideo.com
0.0.0.0 r1---sn-2jdkb52s.googlevideo.com
0.0.0.0 r1---sn-5o21e7l3.googlevideo.com
0.0.0.0 r1---sn-xlqcjdyv.googlevideo.com
0.0.0.0 r1---sn-ha4yag86.googlevideo.com
0.0.0.0 r1---sn-jtf6cnax.googlevideo.com
0.0.0.0 r1---sn-u85qm4i6.googlevideo.com
0.0.0.0 r1---sn-jzo5vssx.googlevideo.com
0.0.0.0 r1---sn-tqdbbdry.googlevideo.com
0.0.0.0 r1---sn-o5rs1nzk.googlevideo.com
0.0.0.0 r1---sn-l2qkhhil.googlevideo.com
0.0.0.0 r1---sn-z6pi1djy.googlevideo.com
0.0.0.0 r1---sn-bpmuk8vq.googlevideo.com
0.0.0.0 r1---sn-pgbqmye4.googlevideo.com
0.0.0.0 r1---sn-aet3ciql.googlevideo.com
0.0.0.0 r1---sn-h1jewj7l.googlevideo.com
0.0.0.0 r1---sn-u1rlbeam.googlevideo.com
0.0.0.0 r1---sn-f83bf17b.googlevideo.com
0.0.0.0 r1---sn-1thvrov1.googlevideo.com
0.0.0.0 r1---sn-8bmrxr3f.googlevideo.com
0.0.0.0 r1---sn-hy4uh224.googlevideo.com
0.0.0.0 r1---sn-dgxdoofp.googlevideo.com
0.0.0.0 r1---sn-2ilcbk2g.googlevideo.com
0.0.0.0 r1---sn-eylazqwv.googlevideo.com
0.0.0.0 r1---sn-fw2p6m27.googlevideo.com
0.0.0.0 r1---sn-zmrlysmt.googlevideo.com
0.0.0.0 r1---sn-46ypfze6.googlevideo.com
0.0.0.0 r1---sn-5xpqp2dv.googlevideo.com
0.0.0.0 r1---sn-rc7zuxso.googlevideo.com
0.0.0.0 r1---sn-onkx1qpt.googlevideo.com
0.0.0.0 r1---sn-m1e3zhpn.googlevideo.com
0.0.0.0 r1---sn-s5th5lq7.googlevideo.com
0.0.0.0 r1---sn-i52wuv7f.googlevideo.com
0.0.0.0 r1---sn-nja1ppfn.googlevideo.com
0.0.0.0 r1---sn-i4exwj4j.googlevideo.com
0.0.0.0 r1---sn-vsgyeksd.googlevideo.com
0.0.0.0 r1---sn-5mo5w18y.googlevideo.com
0.0.0.0 r1---sn-28oqhw7d.googlevideo.com
0.0.0.0 r1---sn-yf8bg2j8.googlevideo.com
0.0.0.0 r1---sn-arbcohbd.googlevideo.com
0.0.0.0 r1---sn-z55cajyp.googlevideo.com
0.0.0.0 r1---sn-5n4x3nc7.googlevideo.com
0.0.0.0 r1---sn-td87kq6d.googlevideo.com
0.0.0.0 r1---sn-co4ez5ku.googlevideo.com
0.0.0.0 r1---sn-7lyk14cp.googlevideo.com
0.0.0.0 r1---sn-ose16ueu.googlevideo.com
0.0.0.0 r1---sn-pcqlhc1i.googlevideo.com
0.0.0.0 r1---sn-82auntxa.googlevideo.com
0.0.0.0 r1---sn-djyqxzgy.googlevideo.com
0.0.0.0 r1---sn-asrzmefq.googlevideo.com
0.0.0.0 r1---sn-jjxxo8m4.googlevideo.com
0.0.0.0 r1---sn-tpl84qc3.googlevideo.com
0.0.0.0 r1---sn-4exw4v5y.googlevideo.com
0.0.0.0 r1---sn-51kxsa54.googlevideo.com
0.0.0.0 r1---sn-wrkd5ate.googlevideo.com
0.0.0.0 r1---sn-646hoh3s.googlevideo.com
0.0.0.0 r1---sn-pw5ioqvw.googlevideo.com
0.0.0.0 r1---sn-m81wwwks.googlevideo.com
0.0.0.0 r1---sn-tqkmg774.googlevideo.com
0.0.0.0 r1---sn-stzayxjx.googlevideo.com
0.0.0.0 r1---sn-61h5dvof.googlevideo.com
0.0.0.0 r1---sn-5wz6h6pi.googlevideo.com
0.0.0.0 r1---sn-smw75qlr.googlevideo.com
0.0.0.0 r1---sn-ybx4zu6x.googlevideo.com
0.0.0.0 r1---sn-xdy5oop6.googlevideo.com
0.0.0.0 r1---sn-bfqshavv.googlevideo.com
0.0.0.0 r1---sn-dqqlbl2p.googlevideo.com
0.0.0.0 r1---sn-oyfc7soj.googlevideo.com
0.0.0.0 r1---sn-ybiegt2d.googlevideo.com
0.0.0.0 r1---sn-6y5ya2kx.googlevideo.com
0.0.0.0 r1---sn-oc1ieuwl.googlevideo.com
0.0.0.0 r1---sn-jiqyim8r.googlevideo.com
0.0.0.0 r1---sn-yg3f1qor.googlevideo.com
0.0.0.0 r1---sn-wmnkpcpu.googlevideo.com
0.0.0.0 r1---sn-oqv51ged.googlevideo.com
0.0.0.0 r1---sn-m537dd3s.googlevideo.com
0.0.0.0 r1---sn-yna28e56.googlevideo.com
0.0.0.0 r1---sn-vit1gl5h.googlevideo.com
0.0.0.0 r1---sn-24k1zdys.googlevideo.com
0.0.0.0 r1---sn-cy24vqot.googlevideo.com
0.0.0.0 r1---sn-r3ubcwvj.googlevideo.com
0.0.0.0 r1---sn-tyisul6b.googlevideo.com
0.0.0.0 r1---sn-aveh1c2v.googlevideo.com
0.0.0.0 r1---sn-wpyjlbjf.googlevideo.com
0.0.0.0 r1---sn-2ajlz3ff.googlevideo.com
0.0.0.0 r1---sn-iagb4g7y.googlevideo.com
0.0.0.0 r1---sn-2138lg1o.googlevideo.com
0.0.0.0 r1---sn-b7nu6l7s.googlevideo.com
0.0.0.0 r1---sn-ocytctjg.googlevideo.com
0.0.0.0 r1---sn-q881511p.googlevideo.com
0.0.0.0 r1---sn-raqsgj2v.googlevideo.com
0.0.0.0 r1---sn-i3k1osi5.googlevideo.com
0.0.0.0 r1---sn-bwu1qmvh.googlevideo.com
0.0.0.0 r1---sn-qwrmgasi.googlevideo.com
0.0.0.0 r1---sn-g6c64nle.googlevideo.com
0.0.0.0 r1---sn-jcliiqz6.googlevideo.com
0.0.0.0 r1---sn-zdyhfa8e.googlevideo.com
0.0.0.0 r1---sn-mics1poh.googlevideo.com
0.0.0.0 r1---sn-jburpkav.googlevideo.com
0.0.0.0 r1---sn-kqrnan7a.googlevideo.com
0.0.0.0 r1---sn-5tvdjlcg.googlevideo.com
0.0.0.0 r1---sn-66tvl2l2.googlevideo.com
0.0.0.0 r1---sn-wd7g4ipo.googlevideo.com
0.0.0.0 r1---sn-cc5wqte7.googlevideo.com
0.0.0.0 r1---sn-jcvh2k77.googlevideo.com
0.0.0.0 r1---sn-7otrznkq.googlevideo.com
0.0.0.0 r1---sn-fxz6o1ew.googlevideo.com
0.0.0.0 r1---sn-dhagooxl.googlevideo.com
0.0.0.0 r1---sn-2uljgeal.googlevideo.com
0.0.0.0 r1---sn-fahpw6wx.googlevideo.com
0.0.0.0 r1---sn-1or23grr.googlevideo.com
0.0.0.0 r1---sn-67dtkzss.googlevideo.com
0.0.0.0 r1---sn-zhyfbaka.googlevideo.com
0.0.0.0 r1---sn-wnzosxaf.googlevideo.com
0.0.0.0 r1---sn-tlna54ru.googlevideo.com
0.0.0.0 r1---sn-c3lhbobn.googlevideo.com
0.0.0.0 r1---sn-pwxohqw1.googlevideo.com
0.0.0.0 r1---sn-dreppd7i.googlevideo.com
0.0.0.0 r1---sn-76a8msw4.googlevideo.com
0.0.0.0 r1---sn-ydcgwc8i.googlevideo.com
0.0.0.0 r1---sn-mm848t6c.googlevideo.com
0.0.0.0 r1---sn-wv5nybf8.googlevideo.com
0.0.0.0 r1---sn-4didnba6.googlevideo.com
0.0.0.0 r1---sn-a3xeopda.googlevideo.com
0.0.0.0 r1---sn-r5ccddjn.googlevideo.com
0.0.0.0 r1---sn-87kzvjex.googlevideo.com
0.0.0.0 r1---sn-6clt243k.googlevideo.com
0.0.0.0 r1---sn-lc4f51wh.googlevideo.com
0.0.0.0 r1---sn-r4438c41.googlevideo.com
0.0.0.0 r1---sn-34dpzjjy.googlevideo.com
0.0.0.0 r1---sn-xahlesgw.googlevideo.com
0.0.0.0 r1---sn-bzzbidqh.googlevideo.com
0.0.0.0 r1---sn-kdh1okx3.googlevideo.com
0.0.0.0 r1---sn-gsy7zmtb.googlevideo.com
0.0.0.0 r1---sn-1ep4tkc8.googlevideo.com
0.0.0.0 r1---sn-wg2hl3ry.googlevideo.com
0.0.0.0 r1---sn-m5fwcrkn.googlevideo.com
0.0.0.0 r1---sn-knet2i5w.googlevideo.com
0.0.0.0 r1---sn-gxievvv8.googlevideo.com
0.0.0.0 r1---sn-aidhqqqm.googlevideo.com
0.0.0.0 r1---sn-bat4h58j.googlevideo.com
0.0.0.0 r1---sn-2csfgrfo.googlevideo.com
0.0.0.0 r1---sn-keavtncz.googlevideo.com
0.0.0.0 r1---sn-igw3nd53.googlevideo.com
0.0.0.0 r1---sn-5zs2xbpk.googlevideo.com
0.0.0.0 r1---sn-y8ktcp2q.googlevideo.com
0.0.0.0 r1---sn-cx5mq42v.googlevideo.com
0.0.0.0 r1---sn-62ubif5y.googlevideo.com
0.0.0.0 r1---sn-gyjo8myj.googlevideo.com
0.0.0.0 r1---sn-xy5udrx2.googlevideo.com
0.0.0.0 r1---sn-nfzygrma.googlevideo.com
0.0.0.0 r1---sn-7654onbt.googlevideo.com
0.0.0.0 r1---sn-dtmlgmrx.googlevideo.com
0.0.0.0 r1---sn-7vxz7hsn.googlevideo.com
0.0.0.0 r1---sn-e2wcnfrw.googlevideo.com
0.0.0.0 r1---sn-mipbq33j.googlevideo.com
0.0.0.0 r1---sn-wlrrelva.googlevideo.com
0.0.0.0 r1---sn-wb1t3ucz.googlevideo.com
0.0.0.0 r1---sn-nqzvz8g6.googlevideo.com
0.0.0.0 r1---sn-by865phd.googlevideo.com
0.0.0.0 r1---sn-1odvxai1.googlevideo.com
0.0.0.0 r1---sn-gwnln731.googlevideo.com
0.0.0.0 r1---sn-gywadgrw.googlevideo.com
0.0.0.0 r1---sn-etpomxdg.googlevideo.com
0.0.0.0 r1---sn-3w2orobm.googlevideo.com
0.0.0.0 r1---sn-h8pdt4sd.googlevideo.com
0.0.0.0 r1---sn-4gzg1hat.googlevideo.com
0.0.0.0 r1---sn-5oqes3nq.googlevideo.com
0.0.0.0 r1---sn-shryfniz.googlevideo.com
0.0.0.0 r1---sn-xk1dyndj.googlevideo.com
0.0.0.0 r1---sn-bmsf76ou.googlevideo.com
0.0.0.0 r1---sn-whrc662n.googlevideo.com
0.0.0.0 r1---sn-u8tmm27p.googlevideo.com
0.0.0.0 r1---sn-68rqo63q.googlevideo.com
0.0.0.0 r1---sn-lhcgjhrv.googlevideo.com
0.0.0.0 r1---sn-25c65g2z.googlevideo.com
0.0.0.0 r1---sn-qnrz3y6h.googlevideo.com
0.0.0.0 r1---sn-nch8n6gz.googlevideo.com
0.0.0.0 r1---sn-mbzy3udm.googlevideo.com
0.0.0.0 r1---sn-p6tpzatz.googlevideo.com
0.0.0.0 r1---sn-fz8bndvu.googlevideo.com
0.0.0.0 r1---sn-j42g8sh4.googlevideo.com
0.0.0.0 r1---sn-xlt3od65.googlevideo.com
0.0.0.0 r1---sn-jej6fpqm.googlevideo.com
0.0.0.0 r1---sn-qq2w7eli.googlevideo.com
0.0.0.0 r1---sn-nfo826n5.googlevideo.com
0.0.0.0 r1---sn-xx1opzkc.googlevideo.com
0.0.0.0 r1---sn-3dzj2yo3.googlevideo.com
0.0.0.0 r1---sn-noxrzt5t.googlevideo.com
0.0.0.0 r1---sn-8kpjw7cm.googlevideo.com
0.0.0.0 r1---sn-zmhpxb6z.googlevideo.com
0.0.0.0 r1---sn-fz24ncox.googlevideo.com
0.0.0.0 r1---sn-yuumh5fd.googlevideo.com
0.0.0.0 r1---sn-2goejan5.googlevideo.com
0.0.0.0 r1---sn-amroq8el.googlevideo.com
0.0.0.0 r1---sn-q7l8zbf6.googlevideo.com
0.0.0.0 r1---sn-41tbmxf4.googlevideo.com
0.0.0.0 r1---sn-hdwqu1pe.googlevideo.com
